review,rating,date,bank,source,sentiment,keywords
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,0.1125,"['mobile', 'banking', 'fast', 'user', 'friendly', 'issue', 'encountered', 'access', 'statement', 'within', 'kindly', 'request', 'feature', 'added', 'similar', 'offered', 'private', 'mobile', 'banking', 'apps']"
nice app 👌,5,2025-04-12,CBE,Google Play,0.6,['nice']
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,0.0,['screenshot']
it so good app,5,2025-04-12,CBE,Google Play,0.7,['good']
جميل,5,2025-04-11,CBE,Google Play,0.0,['جميل']
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,0.09523809523809525,"['less', 'network', 'specially', 'make', 'utility', 'purpose']"
simply for used,4,2025-04-11,CBE,Google Play,0.0,"['simply', 'used']"
wow keep up,5,2025-04-10,CBE,Google Play,0.1,['keep']
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,0.8,"['great', 'updating', 'take', 'screen', 'shot', 'please']"
good one,5,2025-04-10,CBE,Google Play,0.7,['good']
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,0.43333333333333335,"['everything', 'easy', 'thank', 'cebe']"
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,0.0,['ቀልጣፋ']
ጎበዝ,5,2025-04-09,CBE,Google Play,0.0,[]
but this app says can't sync,5,2025-04-09,CBE,Google Play,0.0,"['says', 'sync']"
waw,5,2025-04-09,CBE,Google Play,0.0,[]
to slow,3,2025-04-09,CBE,Google Play,-0.30000000000000004,['slow']
work on screen shot system,4,2025-04-08,CBE,Google Play,0.0,"['work', 'screen', 'shot', 'system']"
very very nice aplication,1,2025-04-08,CBE,Google Play,0.78,"['nice', 'aplication']"
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,0.39166666666666666,"['wonder', 'full', 'easy']"
easy and reliable,2,2025-04-08,CBE,Google Play,0.43333333333333335,"['easy', 'reliable']"
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,0.39,['useful']
perfect app,5,2025-04-07,CBE,Google Play,1.0,['perfect']
I like it.,5,2025-04-07,CBE,Google Play,0.0,[]
bugs,3,2025-04-07,CBE,Google Play,0.0,['bugs']
commerial Bank,5,2025-04-06,CBE,Google Play,0.0,['commerial']
Genat biru,2,2025-04-06,CBE,Google Play,0.0,"['genat', 'biru']"
🙏,5,2025-04-06,CBE,Google Play,0.0,[]
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,0.7,"['good', 'doesn', 'allow', 'screen', 'shot']"
the best one,5,2025-04-06,CBE,Google Play,1.0,['best']
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,0.1875,"['need', 'copy', 'many', 'things', 'apps', 'amole', 'dashen']"
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,0.0,"['bring', 'screenshot', 'feature']"
Good!👍,3,2025-04-05,CBE,Google Play,0.0,['good']
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,0.7,"['best', 'experience', 'smooth', 'transaction', 'among', 'customers']"
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,0.175,"['nice', 'suitable', 'weak', 'side', 'need', 'data', 'connections', 'hoping', 'fixed', 'offline', 'gave', 'rate']"
easy to use,5,2025-04-05,CBE,Google Play,0.43333333333333335,['easy']
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,0.3194444444444444,"['good', 'team', 'mobile', 'designed', 'simple', 'intuitive', 'navigate', 'great', 'everyone', 'effectively', 'handles', 'essential', 'banking', 'tasks', 'need', 'perform', 'regularly', 'practical', 'reliable', 'tool', 'makes', 'everyday', 'banking', 'much', 'convenient', 'thank', 'useful', 'application']"
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,0.0,['screenshot']
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,0.15606060606060604,"['before', 'smooth', 'good', 'time', 'update', '2025', 'make', 'screenshot', 'recite', 'downlod', 'button', 'delayed', 'putting', 'recite', 'gallery', 'simple', 'proof', 'please', 'unable', 'show', 'proof', 'payment', 'clients', 'thankyou']"
cool ❤,4,2025-04-04,CBE,Google Play,0.35,['cool']
Best app,5,2025-04-04,CBE,Google Play,1.0,['best']
best banking App,4,2025-04-03,CBE,Google Play,1.0,"['best', 'banking']"
satisfied,5,2025-04-03,CBE,Google Play,0.5,['satisfied']
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,0.25,"['necessary', 'many', 'people', 'found']"
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,0.043333333333333335,"['active', 'using', 'satisfaction']"
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,0.45499999999999996,"['made', 'life', 'alot', 'easier', 'cant', 'imagine', 'having', 'make', 'transactions', 'person', 'crucial', 'good', 'well', 'done']"
perfect,5,2025-04-03,CBE,Google Play,1.0,['perfect']
thankyou,5,2025-04-02,CBE,Google Play,0.0,['thankyou']
I Like it,5,2025-04-02,CBE,Google Play,0.0,[]
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,0.4,"['understand', 'reason', 'need', 'disable', 'developer', 'options', 'access', 'security', 'risks', 'hinder', 'functionalities', 'goes', 'hope', 'life', 'filled', 'inconveniences']"
smart app,5,2025-04-02,CBE,Google Play,0.21428571428571427,['smart']
isin ga'a,2,2025-04-02,CBE,Google Play,0.0,['isin']
it's great,5,2025-04-02,CBE,Google Play,0.8,['great']
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,0.9099999999999999,"['good', 'stars', 'faction', 'work']"
It is excelent,5,2025-04-01,CBE,Google Play,0.0,['excelent']
Smart,5,2025-04-01,CBE,Google Play,0.21428571428571427,['smart']
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,0.0,"['በየወሩ', 'አፕደት', 'እየጠየቀኝ', 'ለነገሩ', 'ስሌለኝ', 'ይሆናል', 'ለማለት', 'መሰላቹ', 'ቼግሮኛል']"
very interesting app,5,2025-04-01,CBE,Google Play,0.65,['interesting']
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,0.0,['keep']
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,0.0,"['ህይወትን', 'ከሚያደርጉ', 'ኢትዬጲያ', 'ፋይናንስ', 'አፕልኬሽኖች', 'ይለያል']"
Excellent🙏app,5,2025-04-01,CBE,Google Play,0.0,['excellent']
the most useful,5,2025-04-01,CBE,Google Play,0.4,['useful']
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,0.48,"['satisfied', 'sure', 'secure']"
Easy to use,5,2025-04-01,CBE,Google Play,0.43333333333333335,['easy']
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,0.9099999999999999,"['good', 'sometimes', 'comes', 'without', 'consent', 'choose', 'locked', 'appears']"
Excellent !!!,5,2025-04-01,CBE,Google Play,1.0,['excellent']
always we relay on,5,2025-04-01,CBE,Google Play,0.0,"['always', 'relay']"
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,0.3333333333333333,"['lucky', 'thank']"
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,0.5,"['need', 'improvement', 'tellbirr']"
goode app,5,2025-04-01,CBE,Google Play,0.0,['goode']
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,0.78,['nice']
safe easy & fast,5,2025-04-01,CBE,Google Play,0.37777777777777777,"['safe', 'easy', 'fast']"
it's good app,5,2025-04-01,CBE,Google Play,0.7,['good']
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,-0.18333333333333332,"['veary', 'useful', 'screen', 'shout', 'impossible', 'solve', 'problem']"
ጥሩ ነው,5,2025-04-01,CBE,Google Play,0.0,[]
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,0.0,[]
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,CBE,Google Play,0.0,"['በሚተላለፍበት', 'ተቀንሷል', 'መልክቱ', 'ይደርሳል', 'አይቀንስም']"
suitable app,4,2025-04-01,CBE,Google Play,0.55,['suitable']
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,CBE,Google Play,0.0,"['dear', 'comparable', '21century', 'solve']"
best transaction method of financial,5,2025-04-01,CBE,Google Play,0.5,"['best', 'transaction', 'method', 'financial']"
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,CBE,Google Play,0.6975446428571428,"['going', 'right', 'pathway', 'track', 'thank', 'step', 'ahead', 'payment', 'platform']"
It literarily don't work at all,4,2025-04-01,CBE,Google Play,0.1,"['literarily', 'work']"
good give us plus,5,2025-04-01,CBE,Google Play,0.7,"['good', 'give', 'plus']"
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,CBE,Google Play,0.45499999999999996,"['good', 'application', 'however', 'functionality', 'recommendation', 'transfer', 'money', 'telebirr', 'account', 'mpesa', 'thank']"
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,CBE,Google Play,0.5,"['before', 'update', 'able', 'screenshot', 'while', 'update', 'able', 'screenshot', 'transfere', 'details']"
Tnc Cbe,5,2025-04-01,CBE,Google Play,0.0,[]
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,CBE,Google Play,0.4125,"['good', 'integrate', 'birr', 'allow', 'cardless', 'withdrawal', 'directly', 'accout']"
great apps,5,2025-03-31,CBE,Google Play,0.8,"['great', 'apps']"
Excellent,5,2025-03-31,CBE,Google Play,1.0,['excellent']
Great app!,4,2025-03-31,CBE,Google Play,1.0,['great']
CBE,5,2025-03-31,CBE,Google Play,0.0,[]
very good 👍 👏,5,2025-03-31,CBE,Google Play,0.9099999999999999,['good']
great when it works,5,2025-03-31,CBE,Google Play,0.8,"['great', 'works']"
"the app is very good, but why screenshots is impossible?",5,2025-03-31,CBE,Google Play,0.12166666666666665,"['good', 'screenshots', 'impossible']"
excellent match application,5,2025-03-31,CBE,Google Play,1.0,"['excellent', 'match', 'application']"
The Best app😍😍😍,5,2025-03-31,CBE,Google Play,1.0,['best']
excellent app,5,2025-03-31,CBE,Google Play,1.0,['excellent']
easy to use and user friendly,5,2025-03-31,CBE,Google Play,0.4041666666666667,"['easy', 'user', 'friendly']"
very nice,5,2025-03-31,CBE,Google Play,0.78,['nice']
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,CBE,Google Play,0.0,"['በተለይ', 'የአሻራ', 'ደህነቱ', 'መረጋገጡ', 'ተመችቶኛል']"
well software,5,2025-03-31,CBE,Google Play,0.0,"['well', 'software']"
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,CBE,Google Play,0.0,"['አንዳንዴ', 'ቢያደርግም']"
CBE very good apps,5,2025-03-31,CBE,Google Play,0.9099999999999999,"['good', 'apps']"
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,CBE,Google Play,0.325,"['application', 'fast', 'secure', 'convenient', 'thanks']"
excellent service,5,2025-03-31,CBE,Google Play,1.0,"['excellent', 'service']"
it's best,5,2025-03-31,CBE,Google Play,1.0,['best']
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,CBE,Google Play,0.0,"['didn', 'display', 'cash', 'transactions', 'statement', 'mobile', 'banking']"
Amazing app,5,2025-03-31,CBE,Google Play,0.6000000000000001,['amazing']
our legitimate bank,4,2025-03-31,CBE,Google Play,0.0,['legitimate']
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,CBE,Google Play,0.7,"['ever', 'never', 'seen', 'kind', 'proud']"
very good and safe for me!,5,2025-03-31,CBE,Google Play,0.7675,"['good', 'safe']"
it is best bank,5,2025-03-31,CBE,Google Play,1.0,['best']
"very good, but sometimes....",4,2025-03-31,CBE,Google Play,0.9099999999999999,"['good', 'sometimes']"
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,CBE,Google Play,0.0,"['ከአንድ', 'መስሪያ', 'ድርጅት', 'ግለሰብ', 'በርከት', 'የላኪውን', 'መስሪያ', 'ድርጅት', 'ግለሰብ', 'እንዲያሳይ', 'አታደርጉም', 'ግለሰብ', 'ለግለሰብ', 'ለድርጅት', 'ሲከፍል', 'ያሳያል']"
Why not allowed to pay for fuel?,4,2025-03-31,CBE,Google Play,0.0,"['allowed', 'fuel']"
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,CBE,Google Play,0.19166666666666665,"['really', 'simple', 'time', 'every', 'transaction', 'quality', 'between', 'users', 'within', 'transaction', 'receipt', 'abank', 'means', 'hand', 'mobile', 'frankly', 'proud', 'digital', 'word', 'wrote', 'weakness', 'poor', 'connection']"
ቆንጆ ነው,5,2025-03-31,CBE,Google Play,0.0,[]
Great version,5,2025-03-31,CBE,Google Play,0.8,"['great', 'version']"
Good and easy to use,5,2025-03-31,CBE,Google Play,0.5666666666666667,"['good', 'easy']"
nice app and fast money transfer,5,2025-03-31,CBE,Google Play,0.4,"['nice', 'fast', 'money', 'transfer']"
Really automated...,5,2025-03-31,CBE,Google Play,0.2,"['really', 'automated']"
good App,5,2025-03-31,CBE,Google Play,0.7,['good']
bek betam kelal,5,2025-03-31,CBE,Google Play,0.0,"['betam', 'kelal']"
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,CBE,Google Play,0.0,['ተመችቶኛል']
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,CBE,Google Play,0.0,"['recently', 'keeps', 'closing', 'notification', 'says', 'make', 'update', 'please']"
"very good, keep it up",5,2025-03-31,CBE,Google Play,0.9099999999999999,"['good', 'keep']"
there is some issue the process it delay,3,2025-03-31,CBE,Google Play,0.0,"['issue', 'process', 'delay']"
